Anio,Mes,Pais,Medio_Acceso_Predicho,Num_Turistas
2019,3,Dinamarca,Tren,87
2019,3,EE.UU.,Aeropuerto,214973
2019,3,EE.UU.,Carretera,8139
2019,3,EE.UU.,Puerto,13645
2019,3,EE.UU.,Tren,2633
2019,3,Finlandia,Aeropuerto,62382
2019,3,Finlandia,Carretera,760
2019,3,Finlandia,Puerto,63
2019,3,Finlandia,Tren,63
2019,3,Francia,Aeropuerto,309216
2019,3,Francia,Carretera,589647
2019,3,Francia,Puerto,16714
2019,3,Francia,Tren,13000
2019,3,Irlanda,Aeropuerto,178128
2019,3,Irlanda,Carretera,1814
2019,3,Irlanda,Puerto,1451
2019,3,Irlanda,Tren,0
2019,3,Italia,Aeropuerto,349396
2019,3,Italia,Carretera,17753
2019,3,Italia,Puerto,10199
2019,3,Italia,Tren,378
2019,3,Japón,Aeropuerto,47699
2019,3,Japón,Carretera,7395
2019,3,Japón,Puerto,1129
2019,3,Japón,Tren,282
2019,3,Luxemburgo,Aeropuerto,14231
2019,3,Luxemburgo,Carretera,1713
2019,3,Luxemburgo,Puerto,16
2019,3,Luxemburgo,Tren,48
2019,3,México,Aeropuerto,46608
2019,3,México,Carretera,697
2019,3,México,Puerto,2091
2019,3,México,Tren,398
2019,3,Noruega,Aeropuerto,120270
2019,3,Noruega,Carretera,2220
2019,3,Noruega,Puerto,740
2019,3,Noruega,Tren,123
2019,3,Países Bajos,Aeropuerto,272833
2019,3,Países Bajos,Carretera,32838
2019,3,Países Bajos,Puerto,921
2019,3,Países Bajos,Tren,307
2019,3,Polonia,Aeropuerto,106345
2019,3,Polonia,Carretera,7645
2019,3,Polonia,Puerto,114
2019,3,Polonia,Tren,0
2019,3,Portugal,Aeropuerto,34799
2019,3,Portugal,Carretera,165901
2019,3,Portugal,Puerto,607
2019,3,Portugal,Tren,1012
2019,3,Reino Unido,Aeropuerto,1447925
2019,3,Reino Unido,Carretera,37511
2019,3,Reino Unido,Puerto,12004
2019,3,Reino Unido,Tren,1500
2019,3,República Checa,Aeropuerto,30323
2019,3,República Checa,Carretera,844
2019,3,República Checa,Puerto,63
2019,3,República Checa,Tren,31
2019,3,Rusia,Aeropuerto,73321
2019,3,Rusia,Carretera,534
2019,3,Rusia,Puerto,2210
2019,3,Rusia,Tren,152
2019,3,Suecia,Aeropuerto,145868
2019,3,Suecia,Carretera,3305
2019,3,Suecia,Puerto,751
2019,3,Suecia,Tren,300
2019,3,Suiza,Aeropuerto,110640
2019,3,Suiza,Carretera,11705
2019,3,Suiza,Puerto,370
2019,3,Suiza,Tren,370
2019,4,Alemania,Aeropuerto,901010
2019,4,Alemania,Carretera,43628
2019,4,Alemania,Puerto,2845
2019,4,Alemania,Tren,948
2019,4,Argentina,Aeropuerto,49959
2019,4,Argentina,Carretera,2544
2019,4,Argentina,Puerto,1083
2019,4,Argentina,Tren,541
2019,4,Austria,Aeropuerto,86464
2019,4,Austria,Carretera,2601
2019,4,Austria,Puerto,538
2019,4,Austria,Tren,90
2019,4,Brasil,Aeropuerto,27280
2019,4,Brasil,Carretera,7490
2019,4,Brasil,Puerto,1285
2019,4,Brasil,Tren,661
2019,4,Bélgica,Aeropuerto,164625
2019,4,Bélgica,Carretera,22165
2019,4,Bélgica,Puerto,2463
2019,4,Bélgica,Tren,189
2019,4,Canadá,Aeropuerto,39762
2019,4,Canadá,Carretera,3034
2019,4,Canadá,Puerto,2436
2019,4,Canadá,Tren,735
2019,4,China,Aeropuerto,43845
2019,4,China,Carretera,4692
2019,4,China,Puerto,1564
2019,4,China,Tren,353
2019,4,Corea del Sur,Aeropuerto,46295
2019,4,Corea del Sur,Carretera,8271
2019,4,Corea del Sur,Puerto,611
2019,4,Corea del Sur,Tren,389
2019,4,Dinamarca,Aeropuerto,99864
2019,4,Dinamarca,Carretera,1840
2019,4,Dinamarca,Puerto,409
2019,4,Dinamarca,Tren,102
2019,4,EE.UU.,Aeropuerto,232887
2019,4,EE.UU.,Carretera,8818
2019,4,EE.UU.,Puerto,14782
2019,4,EE.UU.,Tren,2853
2019,4,Finlandia,Aeropuerto,62382
2019,4,Finlandia,Carretera,760
2019,4,Finlandia,Puerto,63
2019,4,Finlandia,Tren,63
2019,4,Francia,Aeropuerto,309216
2019,4,Francia,Carretera,589647
2019,4,Francia,Puerto,16714
2019,4,Francia,Tren,13000
2019,4,Irlanda,Aeropuerto,178128
2019,4,Irlanda,Carretera,1814
2019,4,Irlanda,Puerto,1451
2019,4,Irlanda,Tren,0
2019,4,Italia,Aeropuerto,349396
2019,4,Italia,Carretera,17753
2019,4,Italia,Puerto,10199
2019,4,Italia,Tren,378
2019,4,Japón,Aeropuerto,47699
2019,4,Japón,Carretera,7395
2019,4,Japón,Puerto,1129
2019,4,Japón,Tren,282
2019,4,Luxemburgo,Aeropuerto,14231
2019,4,Luxemburgo,Carretera,1713
2019,4,Luxemburgo,Puerto,16
2019,4,Luxemburgo,Tren,48
2019,4,México,Aeropuerto,46608
2019,4,México,Carretera,697
2019,4,México,Puerto,2091
2019,4,México,Tren,398
2019,4,Noruega,Aeropuerto,120270
2019,4,Noruega,Carretera,2220
2019,4,Noruega,Puerto,740
2019,4,Noruega,Tren,123
2019,4,Países Bajos,Aeropuerto,272833
2019,4,Países Bajos,Carretera,32838
2019,4,Países Bajos,Puerto,921
2019,4,Países Bajos,Tren,307
2019,4,Polonia,Aeropuerto,106345
2019,4,Polonia,Carretera,7645
2019,4,Polonia,Puerto,114
2019,4,Polonia,Tren,0
2019,4,Portugal,Aeropuerto,34799
2019,4,Portugal,Carretera,165901
2019,4,Portugal,Puerto,607
2019,4,Portugal,Tren,1012
2019,4,Reino Unido,Aeropuerto,1447925
2019,4,Reino Unido,Carretera,37511
2019,4,Reino Unido,Puerto,12004
2019,4,Reino Unido,Tren,1500
2019,4,República Checa,Aeropuerto,37905
2019,4,República Checa,Carretera,1055
2019,4,República Checa,Puerto,78
2019,4,República Checa,Tren,39
2019,4,Rusia,Aeropuerto,78377
2019,4,Rusia,Carretera,570
2019,4,Rusia,Puerto,2363
2019,4,Rusia,Tren,163
2019,4,Suecia,Aeropuerto,151946
2019,4,Suecia,Carretera,3443
2019,4,Suecia,Puerto,782
2019,4,Suecia,Tren,313
2019,4,Suiza,Aeropuerto,133419
2019,4,Suiza,Carretera,14114
2019,4,Suiza,Puerto,446
2019,4,Suiza,Tren,446
2019,5,Alemania,Aeropuerto,1038812
2019,5,Alemania,Carretera,50300
2019,5,Alemania,Puerto,3280
2019,5,Alemania,Tren,1093
2019,5,Argentina,Aeropuerto,54622
2019,5,Argentina,Carretera,2781
2019,5,Argentina,Puerto,1184
2019,5,Argentina,Tren,592
2019,5,Austria,Aeropuerto,94534
2019,5,Austria,Carretera,2844
2019,5,Austria,Puerto,588
2019,5,Austria,Tren,98
2019,5,Brasil,Aeropuerto,34414
2019,5,Brasil,Carretera,9449
2019,5,Brasil,Puerto,1621
2019,5,Brasil,Tren,834
2019,5,Bélgica,Aeropuerto,215110
2019,5,Bélgica,Carretera,28962
2019,5,Bélgica,Puerto,3218
2019,5,Bélgica,Tren,248
2019,5,Canadá,Aeropuerto,40932
2019,5,Canadá,Carretera,3123
2019,5,Canadá,Puerto,2508
2019,5,Canadá,Tren,757
2019,5,China,Aeropuerto,51761
2019,5,China,Carretera,5539
2019,5,China,Puerto,1846
2019,5,China,Tren,417
2019,5,Corea del Sur,Aeropuerto,49978
2019,5,Corea del Sur,Carretera,8929
2019,5,Corea del Sur,Puerto,659
2019,5,Corea del Sur,Tren,419
2019,5,Dinamarca,Aeropuerto,103388
2019,5,Dinamarca,Carretera,1905
2019,5,Dinamarca,Puerto,423
2019,5,Dinamarca,Tren,106
2019,5,EE.UU.,Aeropuerto,304545
2019,5,EE.UU.,Carretera,11531
2019,5,EE.UU.,Puerto,19331
2019,5,EE.UU.,Tren,3731
2019,5,Finlandia,Aeropuerto,62382
2019,5,Finlandia,Carretera,760
2019,5,Finlandia,Puerto,63
2019,5,Finlandia,Tren,63
2019,5,Francia,Aeropuerto,309216
2019,5,Francia,Carretera,589647
2019,5,Francia,Puerto,16714
2019,5,Francia,Tren,13000
2019,5,Irlanda,Aeropuerto,178128
2019,5,Irlanda,Carretera,1814
2019,5,Irlanda,Puerto,1451
2019,5,Irlanda,Tren,0
2019,5,Italia,Aeropuerto,349396
2019,5,Italia,Carretera,17753
2019,5,Italia,Puerto,10199
2019,5,Italia,Tren,378
2019,5,Japón,Aeropuerto,47699
2019,5,Japón,Carretera,7395
2019,5,Japón,Puerto,1129
2019,5,Japón,Tren,282
2019,5,Luxemburgo,Aeropuerto,14231
2019,5,Luxemburgo,Carretera,1713
2019,5,Luxemburgo,Puerto,16
2019,5,Luxemburgo,Tren,48
2019,5,México,Aeropuerto,46608
2019,5,México,Carretera,697
2019,5,México,Puerto,2091
2019,5,México,Tren,398
2019,5,Noruega,Aeropuerto,120270
2019,5,Noruega,Carretera,2220
2019,5,Noruega,Puerto,740
2019,5,Noruega,Tren,123
2019,5,Países Bajos,Aeropuerto,272833
2019,5,Países Bajos,Carretera,32838
2019,5,Países Bajos,Puerto,921
2019,5,Países Bajos,Tren,307
2019,5,Polonia,Aeropuerto,106345
2019,5,Polonia,Carretera,7645
2019,5,Polonia,Puerto,114
2019,5,Polonia,Tren,0
2019,5,Portugal,Aeropuerto,34799
2019,5,Portugal,Carretera,165901
2019,5,Portugal,Puerto,607
2019,5,Portugal,Tren,1012
2019,5,Reino Unido,Aeropuerto,1447925
2019,5,Reino Unido,Carretera,37511
2019,5,Reino Unido,Puerto,12004
2019,5,Reino Unido,Tren,1500
2019,5,República Checa,Aeropuerto,45485
2019,5,República Checa,Carretera,1266
2019,5,República Checa,Puerto,94
2019,5,República Checa,Tren,47
2019,5,Rusia,Aeropuerto,116301
2019,5,Rusia,Carretera,846
2019,5,Rusia,Puerto,3506
2019,5,Rusia,Tren,242
2019,5,Suecia,Aeropuerto,166127
2019,5,Suecia,Carretera,3764
2019,5,Suecia,Puerto,855
2019,5,Suecia,Tren,342
2019,5,Suiza,Aeropuerto,154570
2019,5,Suiza,Carretera,16352
2019,5,Suiza,Puerto,516
2019,5,Suiza,Tren,516
2019,6,Alemania,Aeropuerto,1113012
2019,6,Alemania,Carretera,53893
2019,6,Alemania,Puerto,3515
2019,6,Alemania,Tren,1172
2019,6,Argentina,Aeropuerto,83266
2019,6,Argentina,Carretera,4240
2019,6,Argentina,Puerto,1804
2019,6,Argentina,Tren,902
2019,6,Austria,Aeropuerto,144106
2019,6,Austria,Carretera,4335
2019,6,Austria,Puerto,897
2019,6,Austria,Tren,149
2019,6,Brasil,Aeropuerto,48264
2019,6,Brasil,Carretera,13251
2019,6,Brasil,Puerto,2274
2019,6,Brasil,Tren,1169
2019,6,Bélgica,Aeropuerto,223889
2019,6,Bélgica,Carretera,30144
2019,6,Bélgica,Puerto,3349
2019,6,Bélgica,Tren,258
2019,6,Canadá,Aeropuerto,38203
2019,6,Canadá,Carretera,2915
2019,6,Canadá,Puerto,2341
2019,6,Canadá,Tren,707
2019,6,China,Aeropuerto,71856
2019,6,China,Carretera,7690
2019,6,China,Puerto,2563
2019,6,China,Tren,579
2019,6,Corea del Sur,Aeropuerto,53660
2019,6,Corea del Sur,Carretera,9587
2019,6,Corea del Sur,Puerto,708
2019,6,Corea del Sur,Tren,450
2019,6,Dinamarca,Aeropuerto,96339
2019,6,Dinamarca,Carretera,1775
2019,6,Dinamarca,Puerto,394
2019,6,Dinamarca,Tren,99
2019,6,EE.UU.,Aeropuerto,373217
2019,6,EE.UU.,Carretera,14131
2019,6,EE.UU.,Puerto,23690
2019,6,EE.UU.,Tren,4572
2019,6,Finlandia,Aeropuerto,62382
2019,6,Finlandia,Carretera,760
2019,6,Finlandia,Puerto,63
2019,6,Finlandia,Tren,63
2019,6,Francia,Aeropuerto,309216
2019,6,Francia,Carretera,589647
2019,6,Francia,Puerto,16714
2019,6,Francia,Tren,13000
2019,6,Irlanda,Aeropuerto,178128
2019,6,Irlanda,Carretera,1814
2019,6,Irlanda,Puerto,1451
2019,6,Irlanda,Tren,0
2019,6,Italia,Aeropuerto,349396
2019,6,Italia,Carretera,17753
2019,6,Italia,Puerto,10199
2019,6,Italia,Tren,378
2019,6,Japón,Aeropuerto,47699
2019,6,Japón,Carretera,7395
2019,6,Japón,Puerto,1129
2019,6,Japón,Tren,282
2019,6,Luxemburgo,Aeropuerto,14231
2019,6,Luxemburgo,Carretera,1713
2019,6,Luxemburgo,Puerto,16
2019,6,Luxemburgo,Tren,48
2019,6,México,Aeropuerto,46608
2019,6,México,Carretera,697
2019,6,México,Puerto,2091
2019,6,México,Tren,398
2019,6,Noruega,Aeropuerto,120270
2019,6,Noruega,Carretera,2220
2019,6,Noruega,Puerto,740
2019,6,Noruega,Tren,123
2019,6,Países Bajos,Aeropuerto,272833
2019,6,Países Bajos,Carretera,32838
2019,6,Países Bajos,Puerto,921
2019,6,Países Bajos,Tren,307
2019,6,Polonia,Aeropuerto,106345
2019,6,Polonia,Carretera,7645
2019,6,Polonia,Puerto,114
2019,6,Polonia,Tren,0
2019,6,Portugal,Aeropuerto,34799
2019,6,Portugal,Carretera,165901
2019,6,Portugal,Puerto,607
2019,6,Portugal,Tren,1012
2019,6,Reino Unido,Aeropuerto,1447925
2019,6,Reino Unido,Carretera,37511
2019,6,Reino Unido,Puerto,12004
2019,6,Reino Unido,Tren,1500
2019,6,República Checa,Aeropuerto,57080
2019,6,República Checa,Carretera,1589
2019,6,República Checa,Puerto,118
2019,6,República Checa,Tren,59
2019,6,Rusia,Aeropuerto,161810
2019,6,Rusia,Carretera,1177
2019,6,Rusia,Puerto,4878
2019,6,Rusia,Tren,336
2019,6,Suecia,Aeropuerto,198542
2019,6,Suecia,Carretera,4498
2019,6,Suecia,Puerto,1022
2019,6,Suecia,Tren,409
2019,6,Suiza,Aeropuerto,159452
2019,6,Suiza,Carretera,16868
2019,6,Suiza,Puerto,533
2019,6,Suiza,Tren,533
2019,7,Alemania,Aeropuerto,1166013
2019,7,Alemania,Carretera,56460
2019,7,Alemania,Puerto,3682
2019,7,Alemania,Tren,1227
2019,7,Argentina,Aeropuerto,56621
2019,7,Argentina,Carretera,2883
2019,7,Argentina,Puerto,1227
2019,7,Argentina,Tren,613
2019,7,Austria,Aeropuerto,97993
2019,7,Austria,Carretera,2948
2019,7,Austria,Puerto,610
2019,7,Austria,Tren,102
2019,7,Brasil,Aeropuerto,41130
2019,7,Brasil,Carretera,11293
2019,7,Brasil,Puerto,1937
2019,7,Brasil,Tren,996
2019,7,Bélgica,Aeropuerto,186574
2019,7,Bélgica,Carretera,25120
2019,7,Bélgica,Puerto,2791
2019,7,Bélgica,Tren,215
2019,7,Canadá,Aeropuerto,31965
2019,7,Canadá,Carretera,2439
2019,7,Canadá,Puerto,1959
2019,7,Canadá,Tren,591
2019,7,China,Aeropuerto,49934
2019,7,China,Carretera,5344
2019,7,China,Puerto,1781
2019,7,China,Tren,402
2019,7,Corea del Sur,Aeropuerto,35774
2019,7,Corea del Sur,Carretera,6391
2019,7,Corea del Sur,Puerto,472
2019,7,Corea del Sur,Tren,300
2019,7,Dinamarca,Aeropuerto,99864
2019,7,Dinamarca,Carretera,1840
2019,7,Dinamarca,Puerto,409
2019,7,Dinamarca,Tren,102
2019,7,EE.UU.,Aeropuerto,382174
2019,7,EE.UU.,Carretera,14470
2019,7,EE.UU.,Puerto,24258
2019,7,EE.UU.,Tren,4681
2019,7,Finlandia,Aeropuerto,62382
2019,7,Finlandia,Carretera,760
2019,7,Finlandia,Puerto,63
2019,7,Finlandia,Tren,63
2019,7,Francia,Aeropuerto,309216
2019,7,Francia,Carretera,589647
2019,7,Francia,Puerto,16714
2019,7,Francia,Tren,13000
2019,7,Irlanda,Aeropuerto,178128
2019,7,Irlanda,Carretera,1814
2019,7,Irlanda,Puerto,1451
2019,7,Irlanda,Tren,0
2019,7,Italia,Aeropuerto,349396
2019,7,Italia,Carretera,17753
2019,7,Italia,Puerto,10199
2019,7,Italia,Tren,378
2019,7,Japón,Aeropuerto,47699
2019,7,Japón,Carretera,7395
2019,7,Japón,Puerto,1129
2019,7,Japón,Tren,282
2019,7,Luxemburgo,Aeropuerto,14231
2019,7,Luxemburgo,Carretera,1713
2019,7,Luxemburgo,Puerto,16
2019,7,Luxemburgo,Tren,48
2019,7,México,Aeropuerto,46608
2019,7,México,Carretera,697
2019,7,México,Puerto,2091
2019,7,México,Tren,398
2019,7,Noruega,Aeropuerto,120270
2019,7,Noruega,Carretera,2220
2019,7,Noruega,Puerto,740
2019,7,Noruega,Tren,123
2019,7,Países Bajos,Aeropuerto,272833
2019,7,Países Bajos,Carretera,32838
2019,7,Países Bajos,Puerto,921
2019,7,Países Bajos,Tren,307
2019,7,Polonia,Aeropuerto,106345
2019,7,Polonia,Carretera,7645
2019,7,Polonia,Puerto,114
2019,7,Polonia,Tren,0
2019,7,Portugal,Aeropuerto,34799
2019,7,Portugal,Carretera,165901
2019,7,Portugal,Puerto,607
2019,7,Portugal,Tren,1012
2019,7,Reino Unido,Aeropuerto,1447925
2019,7,Reino Unido,Carretera,37511
2019,7,Reino Unido,Puerto,12004
2019,7,Reino Unido,Tren,1500
2019,7,República Checa,Aeropuerto,69120
2019,7,República Checa,Carretera,1924
2019,7,República Checa,Puerto,143
2019,7,República Checa,Tren,71
2019,7,Rusia,Aeropuerto,166867
2019,7,Rusia,Carretera,1214
2019,7,Rusia,Puerto,5030
2019,7,Rusia,Tren,347
2019,7,Suecia,Aeropuerto,212724
2019,7,Suecia,Carretera,4820
2019,7,Suecia,Puerto,1095
2019,7,Suecia,Tren,438
2019,7,Suiza,Aeropuerto,138300
2019,7,Suiza,Carretera,14631
2019,7,Suiza,Puerto,462
2019,7,Suiza,Tren,462
2019,8,Alemania,Aeropuerto,1187213
2019,8,Alemania,Carretera,57486
2019,8,Alemania,Puerto,3749
2019,8,Alemania,Tren,1250
2019,8,Argentina,Aeropuerto,78603
2019,8,Argentina,Carretera,4003
2019,8,Argentina,Puerto,1703
2019,8,Argentina,Tren,852
2019,8,Austria,Aeropuerto,136036
2019,8,Austria,Carretera,4092
2019,8,Austria,Puerto,847
2019,8,Austria,Tren,141
2019,8,Brasil,Aeropuerto,52461
2019,8,Brasil,Carretera,14404
2019,8,Brasil,Puerto,2471
2019,8,Brasil,Tren,1271
2019,8,Bélgica,Aeropuerto,333640
2019,8,Bélgica,Carretera,44920
2019,8,Bélgica,Puerto,4991
2019,8,Bélgica,Tren,384
2019,8,Canadá,Aeropuerto,29237
2019,8,Canadá,Carretera,2231
2019,8,Canadá,Puerto,1791
2019,8,Canadá,Tren,541
2019,8,China,Aeropuerto,70029
2019,8,China,Carretera,7494
2019,8,China,Puerto,2498
2019,8,China,Tren,564
