Año,Mes,Pais,Num_Turistas,Estacionalidad,Organizacion_Viaje,Temperatura_Media,Precipitacion_Media,Destino_Principal,Medio_Acceso,Satisfaccion,Temperatura,Precipitacion,Fecha,Trimestre,Temporada,Tipo_Dato,Medio_Acceso_Predicho,Confianza_Prediccion
2019,1,Corea del Sur,7989,Media,Individual,-1.8,30.1,Cataluña,Carretera,8.19,-1.8,30.1,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Corea del Sur,590,Media,Individual,-1.2,39.9,Cataluña,Puerto,7.88,-1.2,39.9,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Corea del Sur,375,Media,Individual,-1.1,39.0,Andalucía,Tren,8.04,-1.1,39.0,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Dinamarca,61093,Baja,Individual,-1.0,63.8,Andalucía,Aeropuerto,7.81,-1.0,63.8,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Dinamarca,1126,Baja,Paquete,-0.8,58.1,Baleares,Carretera,8.2,-0.8,58.1,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Dinamarca,250,Baja,Individual,0.5,67.7,Canarias,Puerto,7.99,0.5,67.7,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Dinamarca,63,Baja,Individual,1.9,65.9,Andalucía,Tren,7.8,1.9,65.9,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,EE.UU.,125401,Baja,Individual,3.9,105.1,Comunidad de Madrid,Aeropuerto,8.15,3.9,105.1,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,EE.UU.,4748,Baja,Individual,4.5,104.2,Andalucía,Carretera,7.85,4.5,104.2,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,EE.UU.,7960,Baja,Paquete,4.5,107.5,Cataluña,Puerto,8.11,4.5,107.5,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,EE.UU.,1536,Baja,Individual,1.5,105.7,Comunidad de Madrid,Tren,7.8,1.5,105.7,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Finlandia,62382,Media-Alta,Individual,-2.8,40.5,Andalucía,Aeropuerto,8.47,-2.8,40.5,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Finlandia,760,Media-Alta,Individual,-3.0,41.6,Andalucía,Carretera,8.18,-3.0,41.6,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Finlandia,63,Media-Alta,Paquete,-2.8,42.6,Andalucía,Puerto,8.61,-2.8,42.6,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Finlandia,63,Media-Alta,Paquete,-3.0,44.7,Canarias,Tren,8.66,-3.0,44.7,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Francia,309216,Media-Alta,Individual,6.0,62.5,Cataluña,Aeropuerto,8.29,6.0,62.5,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Francia,589647,Media-Alta,Individual,5.5,60.8,Andalucía,Carretera,8.24,5.5,60.8,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Francia,16714,Media-Alta,Individual,6.3,65.8,Comunidad Valenciana,Puerto,8.18,6.3,65.8,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Francia,13000,Media-Alta,Paquete,5.2,63.3,Cataluña,Tren,8.32,5.2,63.3,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Irlanda,178128,Media-Alta,Individual,4.5,76.0,Canarias,Aeropuerto,8.42,4.5,76.0,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Irlanda,1814,Media-Alta,Individual,7.4,70.1,Andalucía,Carretera,8.38,7.4,70.1,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Irlanda,1451,Media-Alta,Individual,4.6,73.6,Baleares,Puerto,8.03,4.6,73.6,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Irlanda,0,Media-Alta,Individual,7.8,79.2,Andalucía,Tren,8.17,7.8,79.2,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Italia,349396,Media-Alta,Individual,10.2,65.9,Andalucía,Aeropuerto,8.38,10.2,65.9,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Italia,17753,Media-Alta,Individual,11.5,68.2,Andalucía,Carretera,8.47,11.5,68.2,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Italia,10199,Media-Alta,Individual,8.3,65.6,Comunidad Valenciana,Puerto,8.29,8.3,65.6,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Italia,378,Media-Alta,Paquete,8.5,66.9,Baleares,Tren,8.66,8.5,66.9,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Japón,47699,Media-Alta,Individual,5.2,50.6,Cataluña,Aeropuerto,8.19,5.2,50.6,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Japón,7395,Media-Alta,Paquete,6.0,54.1,Cataluña,Carretera,8.69,6.0,54.1,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Japón,1129,Media-Alta,Paquete,6.3,54.7,Cataluña,Puerto,8.62,6.3,54.7,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Japón,282,Media-Alta,Paquete,5.9,59.0,Cataluña,Tren,8.5,5.9,59.0,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Luxemburgo,14231,Media-Alta,Individual,1.8,77.2,Baleares,Aeropuerto,8.03,1.8,77.2,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Luxemburgo,1713,Media-Alta,Individual,1.7,71.9,Baleares,Carretera,8.12,1.7,71.9,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Luxemburgo,16,Media-Alta,Paquete,2.8,76.2,Baleares,Puerto,8.33,2.8,76.2,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Luxemburgo,48,Media-Alta,Individual,2.5,78.7,Cataluña,Tren,8.3,2.5,78.7,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,México,46608,Media-Alta,Individual,21.4,6.2,Comunidad de Madrid,Aeropuerto,8.08,21.4,6.2,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,México,697,Media-Alta,Individual,18.1,8.9,Comunidad de Madrid,Carretera,8.27,18.1,8.9,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,México,2091,Media-Alta,Individual,18.3,8.2,Comunidad de Madrid,Puerto,8.4,18.3,8.2,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,México,398,Media-Alta,Individual,21.3,8.5,Cataluña,Tren,8.37,21.3,8.5,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Noruega,120270,Media-Alta,Individual,-3.6,70.5,Baleares,Aeropuerto,8.14,-3.6,70.5,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Noruega,2220,Media-Alta,Paquete,-1.1,75.9,Canarias,Carretera,8.68,-1.1,75.9,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Noruega,740,Media-Alta,Individual,-2.6,71.0,Andalucía,Puerto,8.02,-2.6,71.0,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Noruega,123,Media-Alta,Individual,-3.2,71.8,Canarias,Tren,8.35,-3.2,71.8,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Países Bajos,272833,Media-Alta,Individual,3.5,66.8,Baleares,Aeropuerto,8.06,3.5,66.8,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Países Bajos,32838,Media-Alta,Individual,5.1,73.9,Andalucía,Carretera,8.42,5.1,73.9,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Países Bajos,921,Media-Alta,Individual,3.2,72.0,Baleares,Puerto,8.22,3.2,72.0,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Países Bajos,307,Media-Alta,Individual,3.0,73.4,Canarias,Tren,8.27,3.0,73.4,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Polonia,106345,Media-Alta,Paquete,-0.7,33.9,Andalucía,Aeropuerto,8.38,-0.7,33.9,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Polonia,7645,Media-Alta,Individual,-2.9,31.4,Andalucía,Carretera,8.12,-2.9,31.4,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Polonia,114,Media-Alta,Paquete,-2.6,39.6,Canarias,Puerto,8.44,-2.6,39.6,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Polonia,0,Media-Alta,Individual,-0.7,32.6,Canarias,Tren,8.12,-0.7,32.6,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Portugal,34799,Media-Alta,Individual,8.8,104.2,Galicia,Aeropuerto,8.08,8.8,104.2,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Portugal,165901,Media-Alta,Individual,8.4,118.8,Castilla y León,Carretera,8.44,8.4,118.8,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Portugal,607,Media-Alta,Individual,9.3,115.0,Comunidad de Madrid,Puerto,8.03,9.3,115.0,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Portugal,1012,Media-Alta,Paquete,8.9,113.3,Comunidad de Madrid,Tren,8.61,8.9,113.3,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Reino Unido,1447925,Media-Alta,Individual,5.1,76.3,Cataluña,Aeropuerto,8.42,5.1,76.3,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Reino Unido,37511,Media-Alta,Paquete,5.6,72.3,Baleares,Carretera,8.49,5.6,72.3,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Reino Unido,12004,Media-Alta,Individual,4.2,73.5,Baleares,Puerto,8.04,4.2,73.5,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Reino Unido,1500,Media-Alta,Individual,7.4,76.1,Baleares,Tren,8.18,7.4,76.1,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,República Checa,18730,Baja,Individual,10.3,30.9,Cataluña,Aeropuerto,8.36,10.3,30.9,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,República Checa,521,Baja,Individual,11.3,31.0,Cataluña,Carretera,8.05,11.3,31.0,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,República Checa,39,Baja,Individual,12.3,38.0,Comunidad de Madrid,Puerto,8.39,12.3,38.0,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,República Checa,19,Baja,Paquete,12.8,32.3,Cataluña,Tren,8.57,12.8,32.3,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Rusia,53094,Baja,Individual,13.5,37.4,Comunidad Valenciana,Aeropuerto,8.32,13.5,37.4,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Rusia,386,Baja,Individual,10.1,34.9,Comunidad de Madrid,Carretera,8.09,10.1,34.9,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Rusia,1601,Baja,Individual,11.1,30.2,Cataluña,Puerto,8.48,11.1,30.2,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Rusia,110,Baja,Individual,10.5,38.4,Comunidad Valenciana,Tren,8.45,10.5,38.4,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Suecia,137765,Media,Paquete,13.4,32.1,Comunidad Valenciana,Aeropuerto,8.71,13.4,32.1,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Suecia,3121,Media,Individual,10.5,34.8,Comunidad Valenciana,Carretera,8.5,10.5,34.8,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Suecia,709,Media,Individual,13.1,31.8,Andalucía,Puerto,8.26,13.1,31.8,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Suecia,284,Media,Individual,11.8,39.9,Comunidad Valenciana,Tren,8.33,11.8,39.9,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,1,Suiza,84607,Baja,Individual,11.5,39.4,Comunidad Valenciana,Aeropuerto,8.32,11.5,39.4,2019-01-01,1,Baja,Histórico,Aeropuerto,1.0
2019,1,Suiza,8951,Baja,Individual,12.5,34.2,Canarias,Carretera,8.56,12.5,34.2,2019-01-01,1,Baja,Histórico,Carretera,1.0
2019,1,Suiza,283,Baja,Individual,12.1,31.7,Baleares,Puerto,8.65,12.1,31.7,2019-01-01,1,Baja,Histórico,Puerto,1.0
2019,1,Suiza,283,Baja,Individual,10.5,38.6,Baleares,Tren,8.21,10.5,38.6,2019-01-01,1,Baja,Histórico,Tren,1.0
2019,2,Alemania,530006,Baja,Individual,14.5,39.0,Baleares,Aeropuerto,8.17,14.5,39.0,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Alemania,25663,Baja,Paquete,12.9,31.6,Comunidad Valenciana,Carretera,8.55,12.9,31.6,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Alemania,1674,Baja,Paquete,11.9,35.3,Canarias,Puerto,8.62,11.9,35.3,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Alemania,558,Baja,Individual,14.9,34.7,Canarias,Tren,8.25,14.9,34.7,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Argentina,38635,Baja,Individual,9.1,46.7,Cataluña,Aeropuerto,8.07,9.1,46.7,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Argentina,1967,Baja,Paquete,9.4,51.4,Comunidad de Madrid,Carretera,8.07,9.4,51.4,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Argentina,837,Baja,Individual,8.9,54.8,Cataluña,Puerto,7.9,8.9,54.8,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Argentina,419,Baja,Individual,8.1,53.8,Comunidad de Madrid,Tren,7.86,8.1,53.8,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Austria,66865,Baja,Paquete,1.5,73.8,Cataluña,Aeropuerto,8.08,1.5,73.8,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Austria,2011,Baja,Paquete,1.2,65.8,Baleares,Carretera,8.14,1.2,65.8,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Austria,416,Baja,Paquete,1.7,74.2,Andalucía,Puerto,8.49,1.7,74.2,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Austria,69,Baja,Individual,2.6,74.9,Cataluña,Tren,8.2,2.6,74.9,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Brasil,26021,Media,Individual,27.2,182.5,Cataluña,Aeropuerto,8.21,27.2,182.5,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Brasil,7144,Media,Individual,29.8,181.9,Cataluña,Carretera,7.95,29.8,181.9,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Brasil,1226,Media,Individual,26.6,204.6,Comunidad de Madrid,Puerto,7.86,26.6,204.6,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Brasil,630,Media,Individual,26.0,225.7,Cataluña,Tren,8.28,26.0,225.7,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Bélgica,114140,Baja,Individual,5.3,63.0,Canarias,Aeropuerto,7.81,5.3,63.0,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Bélgica,15367,Baja,Individual,4.7,57.4,Andalucía,Carretera,8.26,4.7,57.4,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Bélgica,1707,Baja,Paquete,4.9,56.9,Comunidad Valenciana,Puerto,8.18,4.9,56.9,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Bélgica,131,Baja,Individual,4.2,61.5,Canarias,Tren,8.21,4.2,61.5,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Canadá,28068,Media,Individual,-0.7,36.2,Cataluña,Aeropuerto,7.81,-0.7,36.2,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Canadá,2142,Media,Individual,0.3,44.7,Baleares,Carretera,7.82,0.3,44.7,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Canadá,1720,Media,Paquete,-2.3,40.4,Cataluña,Puerto,8.4,-2.3,40.4,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Canadá,519,Media,Individual,-1.4,51.8,Cataluña,Tren,8.17,-1.4,51.8,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,China,47498,Media,Individual,6.5,41.4,Cataluña,Aeropuerto,8.22,6.5,41.4,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,China,5083,Media,Paquete,6.3,38.3,Comunidad de Madrid,Carretera,8.43,6.3,38.3,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,China,1694,Media,Paquete,6.3,35.3,Andalucía,Puerto,8.01,6.3,35.3,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,China,383,Media,Paquete,5.5,40.2,Andalucía,Tren,8.13,5.5,40.2,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Corea del Sur,41034,Media,Paquete,1.9,33.6,Comunidad de Madrid,Aeropuerto,8.2,1.9,33.6,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Corea del Sur,7331,Media,Individual,4.0,37.9,Cataluña,Carretera,8.07,4.0,37.9,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Corea del Sur,541,Media,Individual,0.5,43.7,Comunidad de Madrid,Puerto,7.94,0.5,43.7,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Corea del Sur,344,Media,Paquete,0.3,44.0,Comunidad de Madrid,Tren,8.03,0.3,44.0,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Dinamarca,68143,Baja,Individual,2.7,40.2,Baleares,Aeropuerto,8.28,2.7,40.2,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Dinamarca,1255,Baja,Individual,1.0,50.6,Canarias,Carretera,8.13,1.0,50.6,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Dinamarca,279,Baja,Individual,2.9,49.2,Cataluña,Puerto,7.91,2.9,49.2,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Dinamarca,70,Baja,Individual,-0.9,58.3,Comunidad Valenciana,Tren,8.2,-0.9,58.3,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,EE.UU.,134358,Baja,Individual,7.0,86.9,Comunidad de Madrid,Aeropuerto,8.27,7.0,86.9,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,EE.UU.,5087,Baja,Individual,3.1,98.9,Andalucía,Carretera,7.86,3.1,98.9,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,EE.UU.,8528,Baja,Paquete,2.0,88.4,Andalucía,Puerto,8.28,2.0,88.4,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,EE.UU.,1646,Baja,Paquete,4.9,98.4,Comunidad de Madrid,Tren,8.46,4.9,98.4,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Finlandia,62382,Media-Alta,Paquete,-2.1,38.9,Canarias,Aeropuerto,8.62,-2.1,38.9,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Finlandia,760,Media-Alta,Paquete,-0.3,35.6,Andalucía,Carretera,8.71,-0.3,35.6,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Finlandia,63,Media-Alta,Individual,-2.3,39.7,Andalucía,Puerto,8.3,-2.3,39.7,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Finlandia,63,Media-Alta,Individual,-2.7,44.3,Comunidad Valenciana,Tren,8.34,-2.7,44.3,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Francia,309216,Media-Alta,Individual,7.8,63.4,Cataluña,Aeropuerto,8.43,7.8,63.4,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Francia,589647,Media-Alta,Individual,8.6,58.3,Comunidad Valenciana,Carretera,8.26,8.6,58.3,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Francia,16714,Media-Alta,Individual,6.6,61.3,Cataluña,Puerto,8.13,6.6,61.3,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Francia,13000,Media-Alta,Paquete,8.0,58.5,Comunidad Valenciana,Tren,8.66,8.0,58.5,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Irlanda,178128,Media-Alta,Individual,5.9,63.3,Cataluña,Aeropuerto,8.02,5.9,63.3,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Irlanda,1814,Media-Alta,Paquete,4.5,67.9,Andalucía,Carretera,8.66,4.5,67.9,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Irlanda,1451,Media-Alta,Individual,4.2,60.2,Baleares,Puerto,8.22,4.2,60.2,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Irlanda,0,Media-Alta,Individual,7.1,68.8,Comunidad Valenciana,Tren,8.3,7.1,68.8,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Italia,349396,Media-Alta,Paquete,9.2,67.1,Baleares,Aeropuerto,8.34,9.2,67.1,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Italia,17753,Media-Alta,Individual,9.9,64.1,Comunidad de Madrid,Carretera,8.15,9.9,64.1,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Italia,10199,Media-Alta,Paquete,11.4,69.6,Cataluña,Puerto,8.72,11.4,69.6,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Italia,378,Media-Alta,Individual,12.1,67.4,Comunidad de Madrid,Tren,8.36,12.1,67.4,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Japón,47699,Media-Alta,Individual,10.0,54.8,Cataluña,Aeropuerto,8.27,10.0,54.8,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
2019,2,Japón,7395,Media-Alta,Individual,6.8,50.2,Andalucía,Carretera,8.29,6.8,50.2,2019-02-01,1,Baja,Histórico,Carretera,1.0
2019,2,Japón,1129,Media-Alta,Individual,9.1,51.9,Cataluña,Puerto,8.36,9.1,51.9,2019-02-01,1,Baja,Histórico,Puerto,1.0
2019,2,Japón,282,Media-Alta,Paquete,10.0,54.4,Cataluña,Tren,8.61,10.0,54.4,2019-02-01,1,Baja,Histórico,Tren,1.0
2019,2,Luxemburgo,14231,Media-Alta,Individual,1.8,73.9,Cataluña,Aeropuerto,8.35,1.8,73.9,2019-02-01,1,Baja,Histórico,Aeropuerto,1.0
